conversation_id,technique,iteration,participant,suggestion,Answer,reasoning
9,CoT,2,D,Moderate,Moderate,自身の1位は赤から→「強いて言えばおでん」「同列」と調整役に回り、特定案を強く押し付けない。
9,CoT,3,A,Moderate,Moderate,複数店（なごみ／おでんやden／牛たん等）を提示し、投票でもYATAを挙げるなど意見は出すが、「どっちでもいい」「本当どっちでも」など強い固執は見られない。
9,CoT,3,B,Moderate,Moderate,ごりょんさん・YATA・餃子・赤から等を次々提案し、データ比較や懸念（YATAは2軒目向き）も提示。ただし一案に固執せず、最終的におでんへ合流。
9,CoT,3,C,Moderate,Moderate,赤からや北丸を提示し、第一希望としてYATAを明言。一方で「おでんに一票」「どっちでもよい」と柔軟で強い押しはしない。
9,CoT,3,D,Moderate,Moderate,自身の候補（赤から、新宿/渋谷など）や嗜好（冬だしおでん）を述べるが、進行役として「同列」「どこでもいい」など全体最適を優先し、強硬ではない。
9,CoT,4,A,Moderate,Moderate,複数店（なごみ／おでん／牛たん）を提示し、好みも示したが「どっちでもいい」「本当どっちでもいい」と強くは主張しない。
9,CoT,4,B,Strong,Moderate,候補を多数提示（ごりょん／YATA／餃子／赤から）し、時間帯にも強く条件提示。「YATAは2軒目っぽい」など評価軸で流れを動かしつつ、最後はおでんに誘導。
9,CoT,4,C,Moderate,Moderate,赤からや北丸の情報提示、投票で「おでん」に一票。ただし「YATAでもよい」など柔軟性が高く強硬ではない。
9,CoT,4,D,Weak,Moderate,進行役として候補整理・合意形成を優先。「どこでもいい」「同列」など自己主張は控えめで、強いて言えばおでん程度。
9,CoT,5,A,Moderate,Moderate,候補を複数提示（なごみ、den、たん之助）し、YATAを推して写真でプレゼンもしたが、「どっちでもいい」「おでんかな？」など柔軟で強い主張はしない。
9,CoT,5,B,Moderate,Moderate,ごりょんさん・YATA・藤井屋・赤から赤坂など多提案。1位YATAや投票でごりょんを挙げつつ、データ提示と懸念（2軒目向き、介抱が必要）を述べ、最終的におでんへ寄せた。強硬には主張しない。
9,CoT,5,C,Moderate,Moderate,赤から・北丸など提示。初手1位はYATAだが、「おでん屋にするかい？」と場を動かし投票ではおでんに一票。ただし「正直YATAでもいい」と柔軟。
9,CoT,5,D,Weak,Moderate,赤からリンクやYATA/おでん再掲はしたが、「強いて言えばおでん」「他でもいい」と一貫して調整役。自分の好みを強くは押さない。
9,ZS,1,A,Moderate,Moderate,複数の候補を提示し（居酒屋なごみ・おでんやden・牛たん等）、好みも「赤からTOP3」「YATA」「おでん気になる」と発言したが、「本当どっちでもいい」と強くは主張していない。
9,ZS,1,B,Moderate,Moderate,複数店（ごりょんさん、赤から、YATA、餃子）を提案し、投票ではごりょんさんを推したが、強硬にはこだわらず。主にYATAへの懸念を示しつつ方向づけた。
9,ZS,1,C,Moderate,Moderate,当初は「純米酒専門YATA」を強く推し（「圧倒的にここが一番」）、その後の一票制ではおでんに投票。提案や好みは示したが、強い押しは継続しなかった。
9,ZS,1,D,Weak,Moderate,調整役が中心で「どこでもいい」「同列」と発言。強いて言えばおでんと述べた程度で、特定店を強く押していない。
9,ZS,2,A,Moderate,Moderate,投票でYATAを挙げ、YATAの雰囲気を推す発言を数回しつつも、おでんにも前向きで「どっちでもいい」と柔軟。強い一点推しではなく複数候補を示した。
9,ZS,2,B,Moderate,Moderate,ごりょんさん・YATA・赤から・餃子など複数提案し、一次投票ではごりょんさんを選択。データ提示や二次会動線など論点を出すが、特定の店を強く押し通す姿勢ではない。
9,ZS,2,C,Moderate,Moderate,序盤に「純米酒専門YATA」を1位・「圧倒的にここが一番」と強めの表現。ただしその後はおでんに一票を投じるなど柔軟で、強硬な主張はしない。
9,ZS,2,D,Moderate,Moderate,1位は赤からとしつつも「どこでもいい」「強いて言えばおでん」と発言。進行役として場を回し、特定候補を強く押し切る様子はない。
9,ZS,3,A,Moderate,Moderate,複数案（YATA/おでん/ごりょん/牛たん等）を提示し、気持ちも示したが「どっちでもいい」など強い固執は見せない。
9,ZS,3,B,Moderate,Moderate,ごりょん・YATA・赤から・餃子など多く提示しつつも、最終的におでんへ転じるなど一貫した強い主張はしない。
9,ZS,3,C,Moderate,Moderate,「圧倒的にYATAが一番」と強い表現はあったが、その後おでんにも投票し柔軟。回数・押しの強さは中程度。
9,ZS,3,D,Moderate,Moderate,初期に赤から、その後「強いて言えばおでん」など方向性は示すが、基本は調整役で強くは押さない。
9,ZS,4,A,Moderate,Moderate,複数店（YATA、四谷なごみ、牛たん、 おでん）を提案し、投票ではYATAを挙げたが「どっちでもいい」と柔軟。強硬な主張は少ないが、提案自体は複数回。
9,ZS,4,B,Moderate,Moderate,ごりょんさん、YATA、餃子、赤から等を積極的に提示し、レビューや懸念も提示。ただし特定店に固執せず最終的におでんへ転換。
9,ZS,4,C,Moderate,Moderate,リンク提示（赤から、北丸）しつつ、当初はYATAを強く推す発言もあったが、その後おでん支持や揺れも見られ、押し通すほどではない。
9,ZS,4,D,Moderate,Moderate,進行役として候補を出し（赤から、YATA等）、自身の希望（強いて言えばおでん、冬だからおでん）も述べるが、基本は全員の意見を促し調整。
9,ZS,5,A,Moderate,Moderate,複数店（なごみ・おでん・牛たん等）を提案し、途中は赤から推し→YATA推し→おでん可と変化。好みは述べるが強くは主張せず柔軟。
9,ZS,5,B,Strong,Moderate,ごりょんさん・YATA・赤から等を多数提示。口コミや二次会動線、YATAの性質など論拠を示しつつ方向づけを行い、最終的におでん推しへ明確に誘導。
9,ZS,5,C,Moderate,Moderate,初手でYATAを“圧倒的1位”と明言しつつも、おでん案にも賛同。店候補や立地面を踏まえて柔軟に提案。
9,ZS,5,D,Weak,Moderate,全体進行役として候補整理・多数決提案・確認を行い、強い主張は避ける。1位は赤から→“強いて言えばおでん”とするが基本どこでも良い姿勢。
67,ND,1,A,Weak,Moderate,自分から店を積極提案せず、他者のリンクを追随しつつ「中央線沿いだとありがたい」など緩い希望のみ。強い主張や拘りは見せていない。
67,ND,1,B,Moderate,Strong,最初にニューヨックのリンクを提示し、その後も「やっぱニューヨックだな」など自分の嗜好（刺身が食べたい）に言及。ただし強く押し通す調子ではなく揺れも見られる。
67,ND,1,C,Moderate,Weak,「豚とバラの日々」（三軒茶屋）を具体的に提案し、写真まで提示して訴求。ただしアクセス面の難を自認し、最終的に譲歩。
67,ND,1,D,Moderate,Weak,「たまには焼肉 高円寺店」を提示し焼肉嗜好を表明しつつ、途中で「ニューヨックでもいいよ」「にゅーよっくにしますか」と収束提案。強硬ではないが提案頻度は一定。
67,ND,2,A,Weak,Moderate,自分から特定店の強い提案は少なく、「中央線沿いだとありがたい」「高円寺なら行ける」など場所の希望は出すが、店選び自体は他提案に追随。
67,ND,2,B,Strong,Strong,最初にニューヨックのリンク提示し、その後も「いややっぱニューヨックだな」「肉より刺身食いたい」とニューヨック志向を繰り返し示す一方、他案（焼肉）には一時否定も。
67,ND,2,C,Moderate,Weak,「豚とバラの日々」を詳細情報と写真付きで提案し、三軒茶屋推しも述べるが、アクセス等を理由に自案への固執は弱く柔軟。
67,ND,2,D,Moderate,Weak,「たまには焼肉 高円寺店」を提案しつつ、「ニューヨックでもいいよ」「にゅーよっくにしますか」と収束提案も行い、主張は適度。
67,ND,3,A,Weak,Moderate,具体的な店名の提案はせず、『場所の縛りはそんなない』『高円寺なら行ける』など条件提示のみで、最終局面でも他案を強く推していない。
67,ND,3,B,Moderate,Strong,ニューヨック中野のリンクを提示し、『いややっぱニューヨックだな』『肉より刺身食いたい』など嗜好を表明。ただし他者に譲る発言も多く、強硬ではない。
67,ND,3,C,Moderate,Weak,『豚とバラの日々』をリンクと写真で推し、三軒茶屋推しも示したが、アクセス難を自認し強い固執は見せない。
67,ND,3,D,Moderate,Weak,『たまには焼肉 高円寺店』を提案しつつ、最終的に『にゅーよっくにしますか』と収束案を出したが、自身の嗜好への固執は弱い。
67,ND,4,A,Weak,Moderate,提示されたリンクに追随しつつ、場所は中央線沿いがありがたい等の利便性を述べるのみで強い店指定はせず、柔軟姿勢を維持。
67,ND,4,B,Moderate,Strong,最初にニューヨックのリンクを共有し、途中「逆張り」発言で揺れるが、最終的に「やっぱニューヨックだな」「刺身食いたい」と複数回好みを表明。強くは押し切らない。
67,ND,4,C,Moderate,Weak,「豚とバラの日々」を提示し、三茶推しや写真共有で魅力をアピール。一時「焼肉なし」など選別もしたが、強硬ではなく調整的。
67,ND,4,D,Moderate,Weak,「たまには焼肉 高円寺店」を提示しつつ、他案（豚バラ、ニューヨック）にも前向きで、最終的に「にゅーよっくにしますか」と収束提案。提案はするが自己主張は強くない。
67,ND,5,A,Weak,Moderate,自分から店名の提示はせず、「場所の縛りはそんなない」「高円寺のとこお酒あんまなかった気がする」など軽い所感のみで、強く推す発言はない。
67,ND,5,B,Strong,Strong,最初にリンクを共有しニューヨックを推しつつ、「逆張りで…行きたくなくなってきた」「いややっぱニューヨックだな」等主導的に方向づけ。「じゃ決定で」など決定づける発言も多い。
67,ND,5,C,Moderate,Weak,「豚とバラの日々」をリンク付きで提案し、写真も共有して魅力を訴求。ただし「そうするか」等で他案への切替も早く、強い固執はない。
67,ND,5,D,Moderate,Weak,「たまには焼肉 高円寺店」をリンク付きで提案し、「焼肉なんて毎日食べたい」など好みを表明。ただし「にゅーよっくにしますか」と他案へも誘導し柔軟。
67,CoT,1,A,Weak,Moderate,店の指名はせず、中央線沿い希望や高円寺の酒の弱さを軽く言及。リンク再掲のみで推しは弱い。
67,CoT,1,B,Moderate,Strong,ニューヨックのリンク提示、『刺身食いたい』『やっぱニューヨック』と主張。ただ途中で揺れもあり強硬ではない。
67,CoT,1,C,Moderate,Weak,『豚とバラの日々』を具体情報・写真付きで提案。ただしアクセス難を自認して引き気味。
67,CoT,1,D,Moderate,Weak,『たまには焼肉』を提案する一方、早期からニューヨック容認・最終決定を促し、強くは押さない。
67,CoT,2,A,Weak,Moderate,自分から店を新規提案せず、リンクの追随や「中央線沿いが助かる」といった条件提示のみ。最終的に他者提案に乗る姿勢。
67,CoT,2,B,Moderate,Strong,最初にニューヨック中野のリンクを提示し、途中で揺れつつも「やっぱニューヨックだな」と再度押し戻した。ただし他案（焼肉等）も一時検討しており強くは固執していない。
67,CoT,2,C,Moderate,Weak,『豚とバラの日々』を具体情報・写真付きで提案。しかしアクセス問題を自認し強い主張には至らず。
67,CoT,2,D,Moderate,Weak,『たまには焼肉 高円寺店』を提案しつつ、後半は「ニューヨックにしますか」と収束案を出すなど主張はあるが固執は弱い。
67,CoT,3,A,Weak,Moderate,自分から店の提示はせず、リンクを追随して共有しつつ「高円寺のとこお酒あんまなかった気がする」と軽くコメントする程度で、特定の店を強く推していない。
67,CoT,3,B,Moderate,Strong,最初にニューヨックのリンクを提示し、その後も「やっぱニューヨックだな」と再度支持。焼肉を個人的事情で一旦否定するなど方向づけはしたが、最終的には周囲に合わせる姿勢も見せ、強硬ではない。
67,CoT,3,C,Moderate,Weak,「豚とバラの日々」を店名・住所付きで提案し、三軒茶屋推しや写真提示など具体的に推したが、アクセス難を自認し強い主張は控えた。
67,CoT,3,D,Moderate,Weak,「たまには焼肉 高円寺店」を具体的に提案し「焼肉なんて毎日食べたい」と嗜好も表明。ただしすぐに「にゅーよっくでもいいよ」「にゅーよっくにしますか」と柔軟で、強くは押していない。
67,CoT,4,A,Weak,Moderate,自発的な店提案は少なく、リンクはBの提示を追随。主に場所条件（中央線沿い希望）や時間調整に言及し、店の強い主張はしない。
67,CoT,4,B,Moderate,Strong,最初にニューヨック中野のリンクを提示し、その後も「やっぱニューヨックだな」「刺身食いたい」と志向を示す一方、「どちらでも俺は」「逆張りで…」など柔軟さ・揺らぎも見せ、強硬ではない。
67,CoT,4,C,Moderate,Weak,「豚とバラの日々」をリンク・写真付きで提案し、三軒茶屋推しも発言。ただしアクセス面で自制し、最終的には他案へ同調するため強硬ではない。
67,CoT,4,D,Moderate,Weak,「たまには焼肉 高円寺店」を提案し焼肉嗜好を示すが、早い段階で他案にも前向き。「にゅーよっくにしますか」と収束提案も行い、自己主張は過度ではない。
67,CoT,5,A,Weak,Moderate,店の具体案は出さず、中央線沿い希望など条件提示と他者案への賛同が中心。最終的にニューヨック支持の補足（高円寺店の酒弱い）で後押し。
67,CoT,5,B,Strong,Strong,最初にニューヨックのリンク提示。「やっぱニューヨックだな」「肉より刺身食いたい」で志向を明確化。焼肉案を一度否定しつつも情報には反応しつつ最終的に自案を推した。
67,CoT,5,C,Moderate,Weak,「豚とバラの日々」を店情報・写真付きで提示。三軒茶屋界隈を推しつつアクセス難を自己指摘。焼肉も可と発言し柔軟。最終的に他案へ移行。
67,CoT,5,D,Moderate,Weak,「たまには焼肉 高円寺店」をリンク付きで提示。一方で「にゅーよっくにしますか」と最終合意を促す発言も行い、強硬ではないが具体案を複数回提示。
67,ZS,1,A,Weak,Moderate,自分から店の提案はほとんどせず、アクセスや時間調整の話が中心。最終的にニューヨックに賛同はするが、強く推してはいない。
67,ZS,1,B,Strong,Strong,ニューヨックのリンクを貼る、｢やっぱニューヨックだな｣と再度明言、｢肉より刺身食いたい｣と嗜好を示すなど、複数回にわたり自分の好みを前面に出して誘導。
67,ZS,1,C,Moderate,Weak,｢豚とバラの日々｣を具体情報と写真付きで提示し、自分の最近の推しエリア（三軒茶屋）にも言及。ただしアクセス難などを理由に強い固執は見せず柔軟。
67,ZS,1,D,Moderate,Weak,｢たまには焼肉 高円寺店｣を提示し焼肉嗜好を表明しつつ、最終的には｢にゅーよっくにしますか｣と収束提案。自分の好みを主張はするが強硬ではない。
67,ZS,2,A,Weak,Moderate,自分発の店提案はなく、リンクも他者の提示を追随。主に場所やお酒の充実などの条件面を述べつつ最終的に同意する立場。
67,ZS,2,B,Strong,Strong,最初にニューヨックのリンクを提示し、その後も「やっぱニューヨックだな」など繰り返し指向を示す。焼肉を一度は『なし』とするなど他案に対しても主張が見られる。
67,ZS,2,C,Moderate,Weak,『豚とバラの日々』を写真付きで具体提案。ただしアクセス難を自ら指摘し強くは押さず、後に他案へスムーズに移行。
67,ZS,2,D,Moderate,Weak,『たまには焼肉 高円寺店』を提案しつつ、『にゅーよっくにしますか』と最終案の提示も行うが、いずれも強い固執は見せない。
67,ZS,3,A,Weak,Moderate,自分から店を強く提案せず、リンクの追随や路線（中央線沿い）などの条件を述べるに留まった。最終的にニューヨックに賛同。
67,ZS,3,B,Moderate,Strong,最初にニューヨックのリンクを提示し、刺身を食べたい等の嗜好も発言。ただし逆張り発言を挟みつつ最終的に『やっぱニューヨック』と再度同意するなど強硬ではない。
67,ZS,3,C,Moderate,Weak,『豚とバラの日々』や三軒茶屋案を出し、写真で惹きも作ったが、アクセス面等を踏まえ早々に柔軟に引いて合意に回った。
67,ZS,3,D,Moderate,Weak,『たまには焼肉 高円寺店』を出して焼肉嗜好を述べた一方、『にゅーよっくにしますか』と収束提案もしており押しは強くない。
67,ZS,4,A,Moderate,Moderate,ニューヨックのリンクを共有し、中央線沿い希望を示しつつ最終的にニューヨック推しを表明。ただ強くは主張せず調整寄り。
67,ZS,4,B,Strong,Strong,最初にニューヨックのリンク提示、途中で逆張りや焼肉可否など好みを何度も発言し、最終的に刺身希望でニューヨックを強く支持。
67,ZS,4,C,Moderate,Weak,三軒茶屋推しや『豚とバラの日々』提案、写真で後押しもしたがアクセス難を認めて柔軟に引いた。
67,ZS,4,D,Moderate,Weak,『たまには焼肉 高円寺店』を提案しつつ、アナゴ理由でニューヨック容認。強くは押さず多様性を重視。
67,ZS,5,A,Moderate,Moderate,自らもニューヨックのリンクを貼り、中央線沿い希望や三茶アクセス難を示して方向性を作ったが、強い主張ではなく柔軟。最終決定でも「そうしよ」と追認。
67,ZS,5,B,Moderate,Strong,最初にニューヨックのリンクを提示し、その後も「いややっぱニューヨックだな」「刺身食いたい」など再三示唆。ただし焼肉に一度惹かれる発言もあり、強硬ではない。
67,ZS,5,C,Moderate,Weak,「豚とバラの日々」を提案し写真まで出して推したが、アクセス難を自認し最終的に折れる姿勢。提案回数は多くない。
67,ZS,5,D,Moderate,Weak,「たまには焼肉 高円寺店」を提示したが強くは押さず、途中から「ニューヨックでもいい」と歩み寄り、最後は決定提案まで行う。
8,ND,1,A,Moderate,Moderate,自身の候補（炭火串焼 やき龍 本郷店）をリンクで提示し、「友達がいっておいしかった」や「私はサムギョプサルいいと思った！」と好みを示したが、強く押し通す言い方ではない。
8,ND,1,B,Moderate,Moderate,「た喜ち」を提示し、さらに「後楽園のとこいいな」と自身の好みを述べたが、強い主張や粘りは見られない。
8,ND,1,C,Strong,Moderate,最初にトンテジを提示し、後楽園（ババ・ガンプ）も追加提案。選択肢整理や「サムギョプサルにする？」と決定を促す発言が多く、かつ「元々私が出したし行きたかった！」と自身の志向も明確。
8,ND,1,D,Moderate,Moderate,湯島の「大衆食堂ゆしまホール」を提示し、「ここ良さげ」など一定の推しはあるが、強い固執はない。
8,ND,2,A,Moderate,Moderate,"Shared a candidate link (炭火串焼 やき龍 本郷店) and later stated a clear preference—“サムギョプサルいいと思った”. Proposed preferences but without repeated, insistent pushing."
8,ND,2,B,Moderate,Moderate,Proposed た喜ち with details and later expressed preference for the 後楽園 option (ババ・ガンプ). Showed preferences but did not insist on them.
8,ND,2,C,Moderate,Moderate,"Proposed multiple options (トンテジ and ババ・ガンプ) and mentioned wanting to go, but mainly facilitated group choice rather than insisting."
8,ND,2,D,Moderate,Moderate,Proposed 大衆食堂ゆしまホール and lightly endorsed “ここ良さげ”. Offered a preference but without strong insistence.
8,ND,3,A,Moderate,Moderate,"Proposed a candidate by sharing the やき龍 link and later stated a clear but non-insistent preference: 「私はサムギョプサルいいと思った！」; overall tone is suggestive, not forceful."
8,ND,3,B,Moderate,Moderate,"Offered a concrete candidate (た喜ち) and voiced a preference for C’s後楽園案: 「私はCの後楽園のとこいいなって思った！」, but did not insist afterward."
8,ND,3,C,Strong,Moderate,"Initiated multiple options (トンテジ, ババ・ガンプ), actively facilitated selection, and steered toward their original pick with prompts like 「サムギョプサルにする？」 and the final declaration 「サムギョプサルだ‼️」."
8,ND,3,D,Moderate,Moderate,Proposed one candidate (ゆしまホール) with a positive remark 「前ここ行って美味しかった」 but did not push further; otherwise mostly followed the discussion.
8,ND,4,A,Moderate,Moderate,自分の候補（炭火串焼 やき龍）を出しつつ、「私はサムギョプサルいいと思った！」と他案（トンテジ）を明確に推したが、強くは主張せず柔らかい口調。
8,ND,4,B,Moderate,Moderate,自分の候補（た喜ち）を提示し、「後楽園のとこいいな」と別案嗜好も表明したが、その後は流動的で強い固執はない。
8,ND,4,C,Moderate,Moderate,最初にトンテジを提案し、後にババ・ガンプも追加。最終的に「サムギョプサルにする？」と収束を促したが、全体を仕切りつつも押し付けは弱い。
8,ND,4,D,Moderate,Moderate,自分の候補（大衆食堂ゆしまホール）を示しつつ「ここ良さげ」など軽い提案に留まり、積極的な強圧はない。
8,ND,5,A,Moderate,Moderate,自分の候補（やき龍）を一件提示し、後半で「サムギョプサルいいと思った」と方向性の希望を出すが、強い主張はせず頻度も高くない。
8,ND,5,B,Moderate,Moderate,本郷周辺で「た喜ち」を具体情報つきで提示し、後に後楽園（ババ・ガンプ）への好みも述べるが、最終的には流れに合わせる。強くは押していない。
8,ND,5,C,Strong,Moderate,最初にトンテジを提示し（「前ここ行けなかったから」）、さらに後楽園のババ・ガンプも追加。進行役として候補出しと絞り込みを主導し、最終的なサムギョプサル方向への確定も促している。
8,ND,5,D,Moderate,Moderate,自分の候補（大衆食堂ゆしまホール）を提示し、「ここ良さげ」と前向き発言もするが、強い押しはなく、他案への同意が中心。
8,CoT,1,A,Moderate,Moderate,自身の候補（やき龍）を1件提示し、その後「サムギョプサルいいと思った！」と方向性を示したが、強くは押し付けず様子見の語調。
8,CoT,1,B,Moderate,Moderate,自身の候補（た喜ち）を1件出しつつ、「Cの後楽園（ババ・ガンプ）」を良いと支持。複数回好みは述べるが強硬ではない。
8,CoT,1,C,Strong,Moderate,最初にトンテジ、本郷案内、後にババ・ガンプも提示し、進行役として候補出しを促進。「元々私が出したし行きたかった！」と意思も明確。
8,CoT,1,D,Moderate,Moderate,自身の候補（ゆしまホール）を1件提示。「ここ良さげ」など控えめに賛意を示しつつ提案もするが、強硬ではない。
8,CoT,2,A,Moderate,Moderate,自分の候補（やき龍）を一度提示しつつ、「サムギョプサルいいと思った！」と他案に賛同。強く押し切らず、適度に意見表明。
8,CoT,2,B,Moderate,Moderate,自分の候補（た喜ち）を出し、後楽園案にも「いいな」と表明。ただ最終的には流れに乗る。提案はするが強い主張は少ない。
8,CoT,2,C,Strong,Moderate,最初にトンテジ（サムギョプサル）を提示し、後楽園（ババ・ガンプ）も追加、全体進行をリード。「サムギョプサルにする？」と決定を促すなど主導的。
8,CoT,2,D,Moderate,Moderate,自分の候補（ゆしまホール）を提示。「ここ良さげ」「サムギョプサルもあり」と発言するが、強い主張はしない。
8,CoT,3,A,Moderate,Moderate,店リンクを一件提示（やき龍）し、最終的に「サムギョプサルいいと思った」と明確に支持。ただ強い押しはしない。
8,CoT,3,B,Moderate,Moderate,候補（た喜ち）を提示し、別候補（ババ・ガンプ）への好みも表明。強い主張や固執はなし。
8,CoT,3,C,Strong,Moderate,最初にトンテジを提示し、他候補（パパガンプ）も追加。進行役として最終化に誘導し「元々私が出した」と所有感を示す。
8,CoT,3,D,Moderate,Moderate,自身の候補（ゆしまホール）を1件出しつつ、他案への同調が中心で強い押しはしない。
8,CoT,4,A,Moderate,Moderate,自案（やき龍）のリンク提示後、最終的に「サムギョプサルいい」と明言。ただし強い押しはなく回数も少なめ。
8,CoT,4,B,Moderate,Moderate,自案（た喜ち）を詳細付きで提示し、その後は他案（後楽園）への嗜好も表明。強くは押さない。
8,CoT,4,C,Strong,Moderate,複数案（トンテジ、ババガンプ）を提示し、進行役として候補整理と最終案（サムギョプサル）への収束を促した。行きたかった旨も明言。
8,CoT,4,D,Moderate,Moderate,自案（ゆしまホール）を提示したが、その後は賛同中心で主張は控えめ。
8,CoT,5,A,Moderate,Moderate,自分の候補（やき龍）を1件提示しつつ、「サムギョプサルいいと思った！」と明確な嗜好も表明。ただ強くは押さず2回程度に留まる。
8,CoT,5,B,Moderate,Moderate,店候補（た喜ち）を住所・電話付きで具体的に提案。ただしその後は他者案（後楽園）にも好意を示し、自己主張は控えめ。
8,CoT,5,C,Strong,Moderate,複数候補（トンテジ、ババ・ガンプ）を提示し、進行役として絞り込みを主導。最終的にサムギョプサル案への収束を促し、自身の希望も明示。
8,CoT,5,D,Moderate,Moderate,自分の候補（ゆしまホール）を提示し「美味しかった」と後押し。ただし以降は強い主張はせず。
8,ZS,1,A,Moderate,Moderate,自分の候補（やき龍）を提示しつつ、「サムギョプサルいいと思った！」と最終候補を支持。ただし強く主張せず、提案回数も多くない。
8,ZS,1,B,Moderate,Moderate,自分の候補（た喜ち）を提示し、後楽園（ババ・ガンプ）を推す発言もあったが、強くは押さず流れに合わせた。
